,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12813,12815,SeaBlade,XB,2002.0,Shooter,TDK Mediactive,0.04,0.01,0.0,0.0,0.06
12814,12816,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12815,12817,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004.0,Action,BAM! Entertainment,0.03,0.02,0.0,0.01,0.06
12816,12818,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06
12817,12819,Activision Hits: Remixed,PSP,2006.0,Misc,Activision,0.05,0.0,0.0,0.0,0.06
12820,12822,MotoGP 4 - Official Game of MotoGP,PS2,2005.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06
12824,12826,Shining Force III: Scenario 2,SAT,1998.0,Strategy,Sega,0.0,0.0,0.05,0.0,0.05
12826,12828,Airline Tycoon 2,PC,2011.0,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05
12828,12830,Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05
12833,12835,Drivers Ed Portable,DS,2008.0,Misc,JoWood Productions,0.05,0.0,0.0,0.0,0.05
12835,12837,Kamen Rider: Battride War Genesis,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12838,12840,Unsolved Crimes,DS,2008.0,Adventure,Empire Interactive,0.04,0.01,0.0,0.0,0.05
12839,12841,Minna to Kimi no Piramekino!,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12843,12845,NHL Powerplay 98,PS,1997.0,Sports,Virgin Interactive,0.03,0.02,0.0,0.0,0.05
12844,12846,Olympic Soccer: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,0.03,0.02,0.0,0.0,0.05
12845,12847,Lernerfolg Vorschule: Capt'n Sharky,DS,2009.0,Misc,Tivola,0.0,0.05,0.0,0.01,0.05
12847,12849,Princess on Ice,DS,2008.0,Sports,505 Games,0.04,0.01,0.0,0.0,0.05
12850,12852,Samurai Warriors 4: Empires,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12851,12853,DuckTales: Remastered,PS3,2013.0,Action,Capcom,0.01,0.04,0.0,0.01,0.05
12853,12855,Miracle Girls Festival,PSV,2015.0,Misc,Sega,0.0,0.0,0.05,0.0,0.05
12855,12857,7 Wonders: Treasures of Seven,DS,2011.0,Puzzle,Avanquest,0.02,0.03,0.0,0.01,0.05
12858,12860,Mister Slime,DS,2008.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
12861,12863,Virtual Villagers: A New Home,DS,2010.0,Simulation,PQube,0.04,0.01,0.0,0.0,0.05
12862,12864,Wing Commander: Prophecy,GBA,2003.0,Simulation,"Destination Software, Inc",0.04,0.01,0.0,0.0,0.05
12865,12867,Sega Soccer Slam,XB,2002.0,Sports,Sega,0.04,0.01,0.0,0.0,0.05
12866,12868,Hakuouki: Reimeiroku,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
12869,12871,NBA 2K17,X360,2016.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.01,0.05
12872,12874,Carve,XB,2004.0,Racing,Global Star,0.04,0.01,0.0,0.0,0.05
12873,12875,BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
12878,12880,Dynasty Warriors 5,XB,2005.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05
12880,12882,Famicom Mini: Dig Dug,GBA,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12886,12888,Rez,PS2,2001.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
12888,12890,MLB SlugFest 2006,XB,2006.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05
12890,12892,Jake Power: Policeman,DS,2008.0,Adventure,Ubisoft,0.05,0.0,0.0,0.0,0.05
12891,12893,Samurai Warriors 4-II,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12892,12894,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006.0,Misc,Sega,0.0,0.0,0.05,0.0,0.05
12893,12895,UEFA Euro 2004: Portugal,XB,2004.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
12895,12897,Major Minor's Majestic March,Wii,2009.0,Misc,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05
12896,12898,Shaman King: Soul Fight,GC,2003.0,Platform,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12902,12904,Zapper: One Wicked Cricket!,XB,2002.0,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05
12904,12906,Arcana Heart 3,X360,2011.0,Fighting,PQube,0.0,0.03,0.02,0.0,0.05
12905,12907,Bust-A-Bloc,PS2,2002.0,Puzzle,Midas Interactive Entertainment,0.0,0.0,0.05,0.0,0.05
12908,12910,Animal Planet: Vet Collection,DS,2010.0,Simulation,Activision,0.05,0.0,0.0,0.0,0.05
12910,12912,Rugby 15,X360,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.0,0.05
12911,12913,NFL Blitz Pro,XB,2003.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05
12912,12914,Major League Baseball 2K11,PSP,2011.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05
12914,12916,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12917,12919,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12920,12922,Venetica,PC,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
12924,12926,TrackMania Turbo: Build to Race,DS,2010.0,Racing,Ubisoft,0.03,0.02,0.0,0.01,0.05
12925,12927,ZombiU,PS4,2016.0,Action,Ubisoft,0.0,0.04,0.01,0.01,0.05
12929,12931,Drill Dozer,GBA,,Platform,Unknown,0.04,0.01,0.0,0.0,0.05
12930,12932,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016.0,Action,Activision,0.01,0.03,0.0,0.01,0.05
12931,12933,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007.0,Action,Takara Tomy,0.0,0.0,0.05,0.0,0.05
12933,12935,Chaos;Child,PSV,2015.0,Adventure,5pb,0.0,0.0,0.05,0.0,0.05
12935,12937,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010.0,Action,Hudson Soft,0.0,0.0,0.05,0.0,0.05
12936,12938,Dengeki Gakuen RPG: Cross of Venus,DS,2009.0,Role-Playing,ASCII Media Works,0.0,0.0,0.05,0.0,0.05
12939,12941,Minna no Ennichi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12941,12943,King Arthur,XB,2004.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
12948,12950,Arcania: Gothic 4,PS4,2015.0,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05
12949,12951,Persona 2: Eternal Punishment,PSP,2012.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
12952,12954,The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05
12953,12955,Myst IV: Revelation,XB,2005.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05
12956,12958,Pachinko Wars II,SNES,1993.0,Misc,Coconuts Japan,0.0,0.0,0.05,0.0,0.05
12957,12959,Myth Makers: Orbs of Doom,Wii,2007.0,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05
12959,12961,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004.0,Role-Playing,Arika,0.03,0.02,0.0,0.01,0.05
12964,12966,Virtua Striker 2002,GC,2002.0,Sports,Sega,0.01,0.0,0.03,0.0,0.05
12966,12968,Code Lyoko,DS,2007.0,Action,Game Factory,0.03,0.01,0.0,0.0,0.05
12969,12971,Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05
12972,12974,Disney's PK: Out of the Shadows,GC,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05
12974,12976,JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12977,12979,Mr Bean's Wacky World of Wii,Wii,2009.0,Adventure,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05
12979,12981,Dreamer Series: Puppy Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05
12982,12984,Shin Sangoku Musou 5 Special,PSP,2009.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12983,12985,Pony Friends: Mini Breeds Edition,DS,2008.0,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
12988,12990,Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05
12990,12992,Strawberry Shortcake: Strawberryland Games,DS,2006.0,Action,Game Factory,0.05,0.0,0.0,0.0,0.05
12994,12996,Dokapon Journey,DS,2008.0,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05
12997,12999,Piglet's Big Game,GBA,2003.0,Platform,THQ,0.04,0.01,0.0,0.0,0.05
13001,13003,Pinball Hall of Fame: The Gottlieb Collection,GC,2005.0,Misc,Crave Entertainment,0.04,0.01,0.0,0.0,0.05
13002,13004,Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
13003,13005,MorphX,X360,2010.0,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05
13005,13007,Air Traffic Chaos,DS,2007.0,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05
13006,13008,Battleship / Connect Four / Sorry! / Trouble,DS,2006.0,Puzzle,"Destination Software, Inc",0.05,0.0,0.0,0.0,0.05
13007,13009,Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
13010,13012,Shifters,PS2,2002.0,Adventure,3DO,0.03,0.02,0.0,0.01,0.05
13015,13017,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
13016,13018,TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
13018,13020,Lagoon,SNES,1991.0,Role-Playing,Kemco,0.0,0.0,0.05,0.0,0.05
13019,13021,Nanostray 2,DS,2008.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05
13021,13023,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
13022,13024,Trick x Logic: Season 1,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
13025,13027,Luminous Arc Infinity,PSV,2015.0,Action,Marvel Entertainment,0.0,0.0,0.05,0.0,0.05
13026,13028,Monster! Bass Fishing,GBA,2003.0,Sports,Ignition Entertainment,0.04,0.01,0.0,0.0,0.05
13028,13030,Winning Post 7 2010,PSP,2010.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13029,13031,Assetto Corsa,PS4,2016.0,Racing,505 Games,0.0,0.04,0.0,0.01,0.05
13031,13033,Sengoku Basara X,PS2,2008.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
13033,13035,Top Spin 2,DS,2006.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05
13035,13037,Ontamarama,DS,2007.0,Action,Atlus,0.05,0.0,0.0,0.0,0.05
13038,13040,Star Wars: Republic Commando,PC,2005.0,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05
13040,13042,FIFA Soccer 2004,GBA,2003.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
13042,13044,Downforce,PS2,2002.0,Racing,Avalon Interactive,0.03,0.02,0.0,0.01,0.05
13044,13046,Street Fighter V,PC,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05
13045,13047,Little Busters! Converted Edition,PS2,2009.0,Adventure,Prototype,0.0,0.0,0.05,0.0,0.05
13047,13049,Dream Salon,Wii,2009.0,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05
13052,13054,Summon Night X: Tears Crown,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13053,13055,Secret Files: Tunguska,DS,2008.0,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05
13054,13056,Taiho Shichauzo!,PS,2001.0,Adventure,Pioneer LDC,0.0,0.0,0.05,0.0,0.05
13055,13057,Battle vs. Chess,PS3,,Misc,TopWare Interactive,0.0,0.04,0.0,0.01,0.05
13062,13064,Pet Pals: New Leash on Life,DS,2010.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05
13067,13069,The Typing of the Dead,DC,2000.0,Shooter,Sega,0.0,0.0,0.05,0.0,0.05
13070,13072,Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05
13071,13073,Over the Hedge: Hammy Goes Nuts!,PSP,2006.0,Platform,Activision,0.05,0.0,0.0,0.0,0.05
13073,13075,Bakemonogatari Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13075,13077,To Heart 2: Dungeon Travelers,PSV,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
13076,13078,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006.0,Misc,Nintendo,0.0,0.0,0.05,0.0,0.05
13081,13083,Steins;Gate 0,PSV,2015.0,Adventure,PQube,0.0,0.0,0.05,0.0,0.05
13083,13085,NHL Blades of Steel '99,N64,1999.0,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05
13085,13087,Apassionata: Die Galanacht der Pferde,DS,2009.0,Simulation,RTL,0.0,0.04,0.0,0.01,0.05
13086,13088,Dungeon Raiders,DS,2009.0,Role-Playing,Focus Home Interactive,0.05,0.0,0.0,0.0,0.05
13088,13090,Philosoma,PS,1995.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05
13090,13092,Puyo Pop,GBA,2001.0,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05
13093,13095,Kamiwaza,PS2,2006.0,Action,Acquire,0.0,0.0,0.05,0.0,0.05
13095,13097,The Technomancer,PS4,2016.0,Role-Playing,Focus Home Interactive,0.01,0.03,0.0,0.01,0.05
13097,13099,Kinnikuman Muscle Grand Prix Max,PS2,2006.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13098,13100,Hotel for Dogs,Wii,2009.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05
13104,13106,Alias,XB,2004.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
13112,13114,All Star Tennis 99,N64,1999.0,Sports,Ubisoft,0.04,0.01,0.0,0.0,0.05
13114,13116,Dual Heroes,N64,1997.0,Fighting,Hudson Soft,0.04,0.01,0.0,0.0,0.05
13115,13117,Fighter Destiny 2,N64,1999.0,Fighting,Imagineer,0.04,0.01,0.0,0.0,0.05
13116,13118,Chameleon Twist 2,N64,1998.0,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05
13118,13120,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007.0,Misc,Irem Software Engineering,0.0,0.0,0.05,0.0,0.05
13119,13121,Winning Post World,PS3,2009.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13121,13123,Slam Dunk SD Heat Up!!,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13127,13129,DiRT 2,PC,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05
13130,13132,Sea Monsters: A Prehistoric Adventure,Wii,2007.0,Adventure,Zushi Games,0.04,0.0,0.0,0.0,0.05
13131,13133,Atelier Rorona: Alchemist of Arland,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
13132,13134,Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05
13136,13138,George of the Jungle and the Search for the Secret,DS,2008.0,Platform,Ignition Entertainment,0.05,0.0,0.0,0.0,0.05
13137,13139,Turbo Turtle Adventure,GBA,2002.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05
13139,13141,"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05
13140,13142,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13143,13145,The Lost Treasures of Alexandria,DS,2011.0,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.05
13145,13147,Hail to the Chimp,PS3,2008.0,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05
13146,13148,The Lost Vikings,GBA,2003.0,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05
13147,13149,Keiba Eight Special,SNES,1993.0,Sports,Misawa,0.0,0.0,0.05,0.0,0.05
13150,13152,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005.0,Platform,Global Star,0.04,0.01,0.0,0.0,0.05
13151,13153,Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
13154,13156,Pirates vs Ninja Dodgeball,Wii,2009.0,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
13155,13157,Guild 01,3DS,2012.0,Action,Level 5,0.0,0.0,0.05,0.0,0.05
13156,13158,The History Channel: Great Battles - Medieval,PS3,,Strategy,Slitherine Software,0.0,0.04,0.0,0.01,0.05
13157,13159,Nike+ Kinect Training,X360,2012.0,Sports,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.05
13161,13163,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13163,13165,Active Life: Magical Carnival,Wii,2011.0,Misc,Namco Bandai Games,0.04,0.01,0.0,0.0,0.05
13164,13166,Hokuto no Ken,PS2,2007.0,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
13169,13171,Baku Baku,SAT,1995.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
13174,13176,MXGP 2,XOne,2016.0,Racing,Milestone S.r.l.,0.02,0.02,0.0,0.0,0.05
13175,13177,Virtua Tennis 3,X360,2007.0,Sports,Sega,0.03,0.02,0.0,0.0,0.05
13176,13178,BeatMania IIDX 3rd Style,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13177,13179,Yu-Gi-Oh! World Championship 2007,DS,2007.0,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05
13178,13180,Hummer Badlands,PS2,2006.0,Racing,Global Star,0.02,0.02,0.0,0.01,0.05
13179,13181,Freelancer,PC,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05
13180,13182,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001.0,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05
13181,13183,Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,Codemasters,0.01,0.03,0.0,0.01,0.05
13184,13186,Monster Band,DS,2008.0,Misc,Tivola,0.04,0.0,0.0,0.0,0.05
13186,13188,BeatMania IIDX 4th Style: New Songs Collection,PS2,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13188,13190,G1 Grand Prix,3DS,2012.0,Action,Genki,0.0,0.0,0.05,0.0,0.05
13191,13193,MTX Mototrax,PSP,2006.0,Racing,Activision,0.04,0.0,0.0,0.0,0.05
13192,13194,Around the World in 80 Days,GBA,2004.0,Action,Hip Interactive,0.03,0.01,0.0,0.0,0.05
13193,13195,Houkago Shounen,DS,2008.0,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13194,13196,The Grim Adventures of Billy & Mandy,Wii,2006.0,Action,Midway Games,0.04,0.0,0.0,0.0,0.05
13196,13198,Whirl Tour,GC,2002.0,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05
13197,13199,Sesame Street: Cookie's Counting Carnival,PC,2010.0,Misc,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05
13198,13200,Pinball Tycoon,GBA,2002.0,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05
13200,13202,Cartoon Network Block Party,GBA,2004.0,Misc,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05
13204,13206,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998.0,Misc,Gainax Network Systems,0.0,0.0,0.05,0.0,0.05
13205,13207,SD Gundam: Scad Hammers,Wii,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13207,13209,Super Bust-A-Move,GBA,2001.0,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05
13208,13210,TNA iMPACT: Cross the Line,DS,2010.0,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
13209,13211,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013.0,Action,D3Publisher,0.02,0.02,0.0,0.01,0.05
13210,13212,ZooCube,GBA,2002.0,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05
13213,13215,NBA 2K,DC,1999.0,Sports,Sega,0.0,0.0,0.05,0.0,0.05
13214,13216,D.Gray-man: Kami no Shitotachi,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13215,13217,Bladestorm: Nightmare,XOne,2015.0,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
13216,13218,Strikers 1945,SAT,1996.0,Shooter,Atlus,0.0,0.0,0.05,0.0,0.05
13219,13221,Super Jinsei Game 2,SNES,1995.0,Misc,Takara,0.0,0.0,0.05,0.0,0.05
13220,13222,Winter Sports 3: The Great Tournament,Wii,2010.0,Sports,Tradewest,0.02,0.02,0.0,0.0,0.05
13222,13224,Johnny Bazookatone,PS,1995.0,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05
13223,13225,Beastly Frantic Foto,DS,2011.0,Puzzle,Storm City Games,0.04,0.0,0.0,0.0,0.05
13224,13226,Neverland Card Battles,PSP,2008.0,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05
13225,13227,Need for Speed Underground,PC,2003.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
13227,13229,Reign of Fire,GBA,2002.0,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05
13228,13230,Worms Reloaded,PC,2010.0,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05
13229,13231,StarCraft,PC,1998.0,Strategy,Activision,0.0,0.04,0.0,0.01,0.05
13231,13233,Nicktoons: Attack of the Toybots,DS,2007.0,Platform,THQ,0.04,0.0,0.0,0.0,0.05
13233,13235,Blazing Souls: Accelate,PSP,2009.0,Role-Playing,Idea Factory,0.04,0.0,0.01,0.0,0.05
13235,13237,Kekkon Zenya,SAT,1995.0,Adventure,Shogakukan,0.0,0.0,0.05,0.0,0.05
13239,13241,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008.0,Misc,Takara Tomy,0.0,0.0,0.05,0.0,0.05
13241,13243,J-League '96 Dream Stadium,SNES,1996.0,Sports,Hudson Soft,0.0,0.0,0.05,0.0,0.05
13243,13245,Golden Axe: The Duel,SAT,1994.0,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
13244,13246,Crime Life: Gang Wars,XB,2005.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
13245,13247,Tokimeki Memorial: Girls Side 1st Love,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13249,13251,Taito Legends,XB,2005.0,Misc,Empire Interactive,0.04,0.01,0.0,0.0,0.05
13252,13254,Dynasty Warriors Vol. 2,PSP,2006.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05
13257,13259,American Bass Challenge,GBA,2001.0,Sports,Starfish,0.03,0.01,0.0,0.0,0.05
13258,13260,American Chopper 2: Full Throttle,GC,2005.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05
13259,13261,Secret Service,X360,2008.0,Action,Activision Value,0.04,0.0,0.0,0.0,0.05
13261,13263,Ultimate Ghosts 'n Goblins (JP sales),PSP,2006.0,Platform,Capcom,0.0,0.0,0.05,0.0,0.05
13262,13264,Rugby 06,PS2,2006.0,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05
13263,13265,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004.0,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05
13264,13266,Deadliest Catch: Alaskan Storm,X360,2008.0,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05
13265,13267,2002 FIFA World Cup,GC,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
13266,13268,Colin McRae Rally 2005,XB,2004.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05
13267,13269,Kamen Rider: Battride War Genesis,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13268,13270,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13269,13271,Ship Simulator Extremes,PC,2010.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
13270,13272,Zoop,PS,1995.0,Puzzle,MediaQuest,0.03,0.02,0.0,0.0,0.05
13271,13273,Powerful Golf,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13272,13274,Saiyuki: Journey West,PS,1999.0,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
13275,13277,Amnesia Crowd,PSP,2013.0,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05
13276,13278,American Chopper 2: Full Throttle,XB,2005.0,Racing,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
13277,13279,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008.0,Misc,Hackberry,0.0,0.0,0.05,0.0,0.05
13278,13280,Monster Hunter Frontier Online,PS3,,Role-Playing,,0.0,0.0,0.05,0.0,0.05
13279,13281,Ribbit King,GC,2003.0,Sports,Atari,0.04,0.01,0.0,0.0,0.05
13280,13282,VR Soccer '96,PS,1996.0,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05
13282,13284,Diabolik Lovers,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
13283,13285,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13284,13286,Summoner: A Goddess Reborn,GC,2003.0,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05
13285,13287,Saints Row: Gat out of Hell,PS4,2015.0,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05
